Day,Hour,MWh
05/03/2023,1,5260.50
05/03/2023,2,5154.50
05/03/2023,3,5124.50
05/03/2023,4,5112.25
05/03/2023,5,5181.00
05/03/2023,6,5244.75
05/03/2023,7,5383.00
05/03/2023,8,5514.50
05/03/2023,9,5484.75
05/03/2023,10,5442.75
05/03/2023,11,5410.50
05/03/2023,12,5397.50
05/03/2023,13,5377.00
05/03/2023,14,5364.00
05/03/2023,15,5442.00
05/03/2023,16,5651.25
05/03/2023,17,5920.75
05/03/2023,18,6395.50
05/03/2023,19,6661.50
05/03/2023,20,6569.50
05/03/2023,21,6297.75
05/03/2023,22,5846.75
05/03/2023,23,5541.00
05/03/2023,24,5297.25
06/03/2023,1,5081.75
06/03/2023,2,5055.50
06/03/2023,3,5054.75
06/03/2023,4,5130.00
06/03/2023,5,5394.25
06/03/2023,6,6093.25
06/03/2023,7,6928.25
06/03/2023,8,7484.75
06/03/2023,9,7542.00
06/03/2023,10,7408.25
06/03/2023,11,7204.50
06/03/2023,12,7058.75
06/03/2023,13,6949.50
06/03/2023,14,6827.75
06/03/2023,15,6766.00
06/03/2023,16,6824.00
06/03/2023,17,6995.75
06/03/2023,18,7442.25
06/03/2023,19,7652.25
06/03/2023,20,7519.75
06/03/2023,21,7125.50
06/03/2023,22,6531.50
06/03/2023,23,6101.50
06/03/2023,24,5791.75
07/03/2023,1,5658.75
07/03/2023,2,5548.00
07/03/2023,3,5524.00
07/03/2023,4,5621.25
07/03/2023,5,5827.50
07/03/2023,6,6352.00
07/03/2023,7,6981.50
07/03/2023,8,7318.00
07/03/2023,9,7360.75
07/03/2023,10,7177.50
07/03/2023,11,6977.75
07/03/2023,12,6852.25
07/03/2023,13,6912.75
07/03/2023,14,6875.25
07/03/2023,15,6843.00
07/03/2023,16,6889.75
07/03/2023,17,6971.50
07/03/2023,18,7397.00
07/03/2023,19,7621.50
07/03/2023,20,7507.49
07/03/2023,21,7165.00
07/03/2023,22,6502.50
07/03/2023,23,6034.00
07/03/2023,24,5678.50
08/03/2023,1,5549.50
08/03/2023,2,5418.00
08/03/2023,3,5480.75
08/03/2023,4,5534.25
08/03/2023,5,5755.00
08/03/2023,6,6140.50
08/03/2023,7,6782.75
08/03/2023,8,7093.00
08/03/2023,9,7117.50
08/03/2023,10,7001.25
08/03/2023,11,6853.00
08/03/2023,12,6703.75
08/03/2023,13,6648.50
08/03/2023,14,6520.75
08/03/2023,15,6515.25
08/03/2023,16,6604.00
08/03/2023,17,6779.50
08/03/2023,18,7119.00
08/03/2023,19,7418.00
08/03/2023,20,7335.25
08/03/2023,21,6984.00
08/03/2023,22,6445.75
08/03/2023,23,5993.50
08/03/2023,24,5702.50
09/03/2023,1,5504.25
09/03/2023,2,5408.75
09/03/2023,3,5390.50
09/03/2023,4,5443.50
09/03/2023,5,5637.50
09/03/2023,6,6054.25
09/03/2023,7,6780.50
09/03/2023,8,7066.75
09/03/2023,9,7144.25
09/03/2023,10,7006.75
09/03/2023,11,6945.75
09/03/2023,12,6883.50
09/03/2023,13,6890.50
09/03/2023,14,6823.75
09/03/2023,15,6762.00
09/03/2023,16,6821.00
09/03/2023,17,6907.75
09/03/2023,18,7282.00
09/03/2023,19,7455.25
09/03/2023,20,7303.00
09/03/2023,21,6925.50
09/03/2023,22,6370.25
09/03/2023,23,5893.50
09/03/2023,24,5581.75
10/03/2023,1,5450.00
10/03/2023,2,5372.75
10/03/2023,3,5343.75
10/03/2023,4,5393.25
10/03/2023,5,5638.50
10/03/2023,6,6085.25
10/03/2023,7,6686.75
10/03/2023,8,7013.50
10/03/2023,9,6954.25
10/03/2023,10,6697.25
10/03/2023,11,6515.50
10/03/2023,12,6446.00
10/03/2023,13,6470.00
10/03/2023,14,6459.15
10/03/2023,15,6517.50
10/03/2023,16,6624.00
10/03/2023,17,6758.75
10/03/2023,18,7116.75
10/03/2023,19,7319.00
10/03/2023,20,7224.25
10/03/2023,21,6856.25
10/03/2023,22,6294.50
10/03/2023,23,5883.00
10/03/2023,24,5582.50
11/03/2023,1,5394.75
11/03/2023,2,5300.25
11/03/2023,3,5242.00
11/03/2023,4,5274.75
11/03/2023,5,5345.75
11/03/2023,6,5406.50
11/03/2023,7,5762.00
11/03/2023,8,6123.65
11/03/2023,9,6371.25
11/03/2023,10,6417.25
11/03/2023,11,6370.50
11/03/2023,12,6322.25
11/03/2023,13,6223.75
11/03/2023,14,6090.50
11/03/2023,15,6048.50
11/03/2023,16,6114.50
11/03/2023,17,6244.00
11/03/2023,18,6605.75
11/03/2023,19,6879.00
11/03/2023,20,6733.50
11/03/2023,21,6404.00
11/03/2023,22,5923.50
11/03/2023,23,5579.75
11/03/2023,24,5271.50
12/03/2023,1,5121.00
12/03/2023,2,5019.00
12/03/2023,3,4930.75
12/03/2023,4,4966.75
12/03/2023,5,5011.25
12/03/2023,6,5043.50
12/03/2023,7,5201.50
12/03/2023,8,5354.00
12/03/2023,9,5406.50
12/03/2023,10,5364.75
12/03/2023,11,5235.50
12/03/2023,12,5221.00
12/03/2023,13,5144.75
12/03/2023,14,5069.25
12/03/2023,15,5105.50
12/03/2023,16,5284.00
12/03/2023,17,5588.75
12/03/2023,18,6081.75
12/03/2023,19,6493.50
12/03/2023,20,6457.50
12/03/2023,21,6181.50
12/03/2023,22,5740.50
12/03/2023,23,5388.00
12/03/2023,24,5129.25
13/03/2023,1,4970.00
13/03/2023,2,4921.00
13/03/2023,3,4897.00
13/03/2023,4,5000.50
13/03/2023,5,5253.00
13/03/2023,6,5967.75
13/03/2023,7,6746.50
13/03/2023,8,7090.50
13/03/2023,9,7071.75
13/03/2023,10,6866.75
13/03/2023,11,6600.50
13/03/2023,12,6417.75
13/03/2023,13,6426.25
13/03/2023,14,6317.75
13/03/2023,15,6300.25
13/03/2023,16,6371.25
13/03/2023,17,6587.75
13/03/2023,18,7060.00
13/03/2023,19,7430.00
13/03/2023,20,7336.25
13/03/2023,21,6976.75
13/03/2023,22,6348.25
13/03/2023,23,5933.50
13/03/2023,24,5616.75
14/03/2023,1,5434.75
14/03/2023,2,5367.75
14/03/2023,3,5291.00
14/03/2023,4,5411.00
14/03/2023,5,5618.50
14/03/2023,6,6109.00
14/03/2023,7,6765.75
14/03/2023,8,7010.00
14/03/2023,9,6991.00
14/03/2023,10,6785.00
14/03/2023,11,6563.75
14/03/2023,12,6450.25
14/03/2023,13,6400.75
14/03/2023,14,6302.00
14/03/2023,15,6327.00
14/03/2023,16,6424.00
14/03/2023,17,6602.75
14/03/2023,18,7002.00
14/03/2023,19,7412.50
14/03/2023,20,7342.75
14/03/2023,21,6970.00
14/03/2023,22,6376.25
14/03/2023,23,5917.25
14/03/2023,24,5657.00
15/03/2023,1,5466.50
15/03/2023,2,5358.75
15/03/2023,3,5326.50
15/03/2023,4,5425.25
15/03/2023,5,5610.75
15/03/2023,6,6050.75
15/03/2023,7,6752.50
15/03/2023,8,7089.00
15/03/2023,9,7133.50
15/03/2023,10,7020.50
15/03/2023,11,6856.00
15/03/2023,12,6763.75
15/03/2023,13,6750.50
15/03/2023,14,6680.50
15/03/2023,15,6645.75
15/03/2023,16,6708.50
15/03/2023,17,6861.75
15/03/2023,18,7175.25
15/03/2023,19,7493.75
15/03/2023,20,7394.25
15/03/2023,21,6987.75
15/03/2023,22,6383.50
15/03/2023,23,5993.75
15/03/2023,24,5667.75
16/03/2023,1,5527.50
16/03/2023,2,5423.75
16/03/2023,3,5381.75
16/03/2023,4,5477.25
16/03/2023,5,5638.75
16/03/2023,6,6118.25
16/03/2023,7,6961.75
16/03/2023,8,7485.50
16/03/2023,9,7720.50
16/03/2023,10,7675.00
16/03/2023,11,7552.75
16/03/2023,12,7504.00
16/03/2023,13,7479.75
16/03/2023,14,7354.75
16/03/2023,15,7166.00
16/03/2023,16,7156.00
16/03/2023,17,7205.50
16/03/2023,18,7445.25
16/03/2023,19,7702.00
16/03/2023,20,7535.00
16/03/2023,21,7144.75
16/03/2023,22,6513.75
16/03/2023,23,6128.75
16/03/2023,24,5827.25
17/03/2023,1,5656.50
17/03/2023,2,5605.75
17/03/2023,3,5589.50
17/03/2023,4,5668.25
17/03/2023,5,5845.50
17/03/2023,6,6250.25
17/03/2023,7,6922.50
17/03/2023,8,7242.75
17/03/2023,9,7243.75
17/03/2023,10,7002.00
17/03/2023,11,6903.75
17/03/2023,12,6859.25
17/03/2023,13,6787.25
17/03/2023,14,6664.75
17/03/2023,15,6621.25
17/03/2023,16,6727.50
17/03/2023,17,6913.01
17/03/2023,18,7247.00
17/03/2023,19,7588.00
17/03/2023,20,7455.25
17/03/2023,21,7084.00
17/03/2023,22,6478.00
17/03/2023,23,6065.75
17/03/2023,24,5745.50
18/03/2023,1,5574.25
18/03/2023,2,5452.75
18/03/2023,3,5413.00
18/03/2023,4,5429.50
18/03/2023,5,5491.00
18/03/2023,6,5536.50
18/03/2023,7,5860.00
18/03/2023,8,6133.50
18/03/2023,9,6213.25
18/03/2023,10,6144.25
18/03/2023,11,5999.25
18/03/2023,12,5892.50
18/03/2023,13,5805.00
18/03/2023,14,5648.50
18/03/2023,15,5681.25
18/03/2023,16,5884.50
18/03/2023,17,6166.50
18/03/2023,18,6545.75
18/03/2023,19,6985.50
18/03/2023,20,6914.25
18/03/2023,21,6567.00
18/03/2023,22,6069.25
18/03/2023,23,5671.00
18/03/2023,24,5385.50
19/03/2023,1,5214.75
19/03/2023,2,5092.25
19/03/2023,3,5032.50
19/03/2023,4,5035.75
19/03/2023,5,5099.75
19/03/2023,6,5042.00
19/03/2023,7,5171.50
19/03/2023,8,5241.00
19/03/2023,9,5200.25
19/03/2023,10,5154.50
19/03/2023,11,5066.25
19/03/2023,12,4975.25
19/03/2023,13,4927.25
19/03/2023,14,4865.50
19/03/2023,15,4943.00
19/03/2023,16,5153.50
19/03/2023,17,5472.25
19/03/2023,18,5929.25
19/03/2023,19,6456.00
19/03/2023,20,6390.50
19/03/2023,21,6141.75
19/03/2023,22,5714.25
19/03/2023,23,5390.75
19/03/2023,24,5154.50
20/03/2023,1,5015.25
20/03/2023,2,4940.25
20/03/2023,3,4896.75
20/03/2023,4,5017.50
20/03/2023,5,5252.50
20/03/2023,6,5825.50
20/03/2023,7,6700.50
20/03/2023,8,7192.25
20/03/2023,9,7181.00
20/03/2023,10,6941.75
20/03/2023,11,6692.75
20/03/2023,12,6524.50
20/03/2023,13,6506.75
20/03/2023,14,6349.25
20/03/2023,15,6323.50
20/03/2023,16,6396.50
20/03/2023,17,6542.00
20/03/2023,18,6908.50
20/03/2023,19,7383.75
20/03/2023,20,7320.25
20/03/2023,21,6916.25
20/03/2023,22,6324.25
20/03/2023,23,5888.00
20/03/2023,24,5575.50
21/03/2023,1,5401.75
21/03/2023,2,5296.25
21/03/2023,3,5240.00
21/03/2023,4,5356.00
21/03/2023,5,5558.50
21/03/2023,6,5987.25
21/03/2023,7,6701.00
21/03/2023,8,7134.25
21/03/2023,9,7152.50
21/03/2023,10,6937.50
21/03/2023,11,6736.00
21/03/2023,12,6636.25
21/03/2023,13,6666.25
21/03/2023,14,6584.00
21/03/2023,15,6539.25
21/03/2023,16,6627.25
21/03/2023,17,6768.50
21/03/2023,18,7056.25
21/03/2023,19,7423.75
21/03/2023,20,7333.25
21/03/2023,21,6902.00
21/03/2023,22,6300.50
21/03/2023,23,5888.25
21/03/2023,24,5619.25
22/03/2023,1,5457.50
22/03/2023,2,5365.75
22/03/2023,3,5348.75
22/03/2023,4,5412.75
22/03/2023,5,5618.50
22/03/2023,6,6050.00
22/03/2023,7,6789.50
22/03/2023,8,7176.75
22/03/2023,9,7187.75
22/03/2023,10,7066.50
22/03/2023,11,6912.75
22/03/2023,12,6791.50
22/03/2023,13,6781.25
22/03/2023,14,6709.00
22/03/2023,15,6587.75
22/03/2023,16,6639.00
22/03/2023,17,6760.25
22/03/2023,18,7034.50
22/03/2023,19,7468.50
22/03/2023,20,7381.25
22/03/2023,21,6981.00
22/03/2023,22,6363.75
22/03/2023,23,5975.00
22/03/2023,24,5646.00
23/03/2023,1,5474.75
23/03/2023,2,5376.75
23/03/2023,3,5336.50
23/03/2023,4,5409.50
23/03/2023,5,5582.75
23/03/2023,6,6014.75
23/03/2023,7,6698.75
23/03/2023,8,6999.00
23/03/2023,9,6910.50
23/03/2023,10,6643.25
23/03/2023,11,6361.00
23/03/2023,12,6190.75
23/03/2023,13,6252.75
23/03/2023,14,6168.75
23/03/2023,15,6121.59
23/03/2023,16,6255.25
23/03/2023,17,6450.00
23/03/2023,18,6836.50
23/03/2023,19,7358.50
23/03/2023,20,7326.75
23/03/2023,21,6941.00
23/03/2023,22,6330.50
23/03/2023,23,5907.75
23/03/2023,24,5612.75
24/03/2023,1,5421.00
24/03/2023,2,5353.25
24/03/2023,3,5310.75
24/03/2023,4,5402.50
24/03/2023,5,5582.00
24/03/2023,6,5934.75
24/03/2023,7,6475.00
24/03/2023,8,6700.00
24/03/2023,9,6582.25
24/03/2023,10,6338.25
24/03/2023,11,6134.25
24/03/2023,12,6101.00
24/03/2023,13,6143.52
24/03/2023,14,6085.00
24/03/2023,15,6134.25
24/03/2023,16,6284.00
24/03/2023,17,6472.00
24/03/2023,18,6783.75
24/03/2023,19,7324.75
24/03/2023,20,7298.00
24/03/2023,21,6895.75
24/03/2023,22,6267.50
24/03/2023,23,5804.00
24/03/2023,24,5484.50
25/03/2023,1,5305.00
25/03/2023,2,5191.75
25/03/2023,3,5139.25
25/03/2023,4,5147.25
25/03/2023,5,5168.50
25/03/2023,6,5105.75
25/03/2023,7,5314.50
25/03/2023,8,5487.50
25/03/2023,9,5523.75
25/03/2023,10,5511.50
25/03/2023,11,5442.75
25/03/2023,12,5429.00
25/03/2023,13,5414.00
25/03/2023,14,5279.50
25/03/2023,15,5294.25
25/03/2023,16,5481.25
25/03/2023,17,5654.25
25/03/2023,18,5924.00
25/03/2023,19,6389.50
25/03/2023,20,6354.50
25/03/2023,21,6092.25
25/03/2023,22,5667.25
25/03/2023,23,5313.00
25/03/2023,24,5055.25
26/03/2023,1,4880.50
26/03/2023,2,4799.69
26/03/2023,3,4769.64
26/03/2023,5,4825.42
26/03/2023,6,4867.51
26/03/2023,7,4970.50
26/03/2023,8,5132.00
26/03/2023,9,5211.00
26/03/2023,10,5176.75
26/03/2023,11,5055.50
26/03/2023,12,4960.25
26/03/2023,13,4964.75
26/03/2023,14,4865.00
26/03/2023,15,4838.25
26/03/2023,16,4878.50
26/03/2023,17,5068.75
26/03/2023,18,5383.00
26/03/2023,19,5762.50
26/03/2023,20,6289.25
26/03/2023,21,6219.75
26/03/2023,22,5779.00
26/03/2023,23,5400.00
26/03/2023,24,5099.50
27/03/2023,1,4905.25
27/03/2023,2,4806.25
27/03/2023,3,4789.50
27/03/2023,4,4838.50
27/03/2023,5,5066.25
27/03/2023,6,5675.50
27/03/2023,7,6483.25
27/03/2023,8,7020.50
27/03/2023,9,7296.50
27/03/2023,10,7261.75
27/03/2023,11,7097.75
27/03/2023,12,6987.75
27/03/2023,13,6989.75
27/03/2023,14,6862.50
27/03/2023,15,6754.50
27/03/2023,16,6753.75
27/03/2023,17,6818.25
27/03/2023,18,6858.75
27/03/2023,19,7101.00
27/03/2023,20,7381.50
27/03/2023,21,7102.50
27/03/2023,22,6485.25
27/03/2023,23,5989.00
27/03/2023,24,5663.50
28/03/2023,1,5472.25
28/03/2023,2,5396.25
28/03/2023,3,5330.25
28/03/2023,4,5399.00
28/03/2023,5,5580.75
28/03/2023,6,6102.75
28/03/2023,7,6842.75
28/03/2023,8,7375.25
28/03/2023,9,7537.50
28/03/2023,10,7440.75
28/03/2023,11,7237.00
28/03/2023,12,7112.00
28/03/2023,13,7055.75
28/03/2023,14,6900.00
28/03/2023,15,6819.00
28/03/2023,16,6816.00
28/03/2023,17,6881.00
28/03/2023,18,7019.00
28/03/2023,19,7245.75
28/03/2023,20,7586.50
28/03/2023,21,7331.00
28/03/2023,22,6751.00
28/03/2023,23,6283.25
28/03/2023,24,5935.00
29/03/2023,1,5715.25
29/03/2023,2,5612.50
29/03/2023,3,5553.50
29/03/2023,4,5599.00
29/03/2023,5,5789.75
29/03/2023,6,6272.61
29/03/2023,7,7022.25
29/03/2023,8,7439.00
29/03/2023,9,7463.00
29/03/2023,10,7319.75
29/03/2023,11,7191.75
29/03/2023,12,7114.50
29/03/2023,13,7005.00
29/03/2023,14,6766.75
29/03/2023,15,6555.75
29/03/2023,16,6519.50
29/03/2023,17,6611.75
29/03/2023,18,6858.75
29/03/2023,19,7204.50
29/03/2023,20,7698.25
29/03/2023,21,7482.50
29/03/2023,22,6883.00
29/03/2023,23,6344.75
29/03/2023,24,5981.75
30/03/2023,1,5798.75
30/03/2023,2,5637.25
30/03/2023,3,5632.00
30/03/2023,4,5683.50
30/03/2023,5,5914.75
30/03/2023,6,6438.25
30/03/2023,7,7102.50
30/03/2023,8,7449.50
30/03/2023,9,7406.50
30/03/2023,10,7122.00
30/03/2023,11,6829.75
30/03/2023,12,6624.25
30/03/2023,13,6583.25
30/03/2023,14,6450.75
30/03/2023,15,6401.75
30/03/2023,16,6430.00
30/03/2023,17,6579.25
30/03/2023,18,6789.75
30/03/2023,19,7137.75
30/03/2023,20,7571.50
30/03/2023,21,7297.00
30/03/2023,22,6697.00
30/03/2023,23,6213.00
30/03/2023,24,5916.75
31/03/2023,1,5662.79
31/03/2023,2,5535.25
31/03/2023,3,5473.25
31/03/2023,4,5542.00
31/03/2023,5,5738.25
31/03/2023,6,6166.25
31/03/2023,7,6824.00
31/03/2023,8,7392.50
31/03/2023,9,7591.25
31/03/2023,10,7503.75
31/03/2023,11,7250.00
31/03/2023,12,6991.75
31/03/2023,13,6909.00
31/03/2023,14,6709.50
31/03/2023,15,6558.50
31/03/2023,16,6524.25
31/03/2023,17,6535.00
31/03/2023,18,6676.25
31/03/2023,19,6906.75
31/03/2023,20,7345.50
31/03/2023,21,7154.00
31/03/2023,22,6579.75
31/03/2023,23,6120.00
31/03/2023,24,5744.40
01/04/2023,1,5545.53
01/04/2023,2,5385.00
01/04/2023,3,5305.25
01/04/2023,4,5320.00
01/04/2023,5,5354.25
01/04/2023,6,5451.75
01/04/2023,7,5691.00
01/04/2023,8,6091.50
01/04/2023,9,6354.81
01/04/2023,10,6507.96
01/04/2023,11,6540.25
01/04/2023,12,6490.75
01/04/2023,13,6399.87
01/04/2023,14,6248.03
01/04/2023,15,6213.35
01/04/2023,16,6286.00
01/04/2023,17,6272.59
01/04/2023,18,6404.07
01/04/2023,19,6628.79
01/04/2023,20,6961.25
01/04/2023,21,6711.50
01/04/2023,22,6209.50
01/04/2023,23,5761.25
01/04/2023,24,5411.00
02/04/2023,1,5127.50
02/04/2023,2,4987.00
02/04/2023,3,4905.25
02/04/2023,4,4921.25
02/04/2023,5,4971.00
02/04/2023,6,5018.50
02/04/2023,7,5155.50
02/04/2023,8,5454.56
02/04/2023,9,5553.50
02/04/2023,10,5570.75
02/04/2023,11,5533.25
02/04/2023,12,5480.25
02/04/2023,13,5427.25
02/04/2023,14,5321.00
02/04/2023,15,5255.75
02/04/2023,16,5335.00
02/04/2023,17,5496.75
02/04/2023,18,5694.75
02/04/2023,19,5980.25
02/04/2023,20,6402.75
02/04/2023,21,6256.50
02/04/2023,22,5793.00
02/04/2023,23,5429.25
02/04/2023,24,5110.25
03/04/2023,1,4930.25
03/04/2023,2,4836.25
03/04/2023,3,4842.25
03/04/2023,4,4860.83
03/04/2023,5,5128.50
03/04/2023,6,5781.50
03/04/2023,7,6614.00
03/04/2023,8,7137.25
03/04/2023,9,7243.75
03/04/2023,10,7169.75
03/04/2023,11,6982.50
03/04/2023,12,6856.50
03/04/2023,13,6801.75
03/04/2023,14,6701.25
03/04/2023,15,6635.25
03/04/2023,16,6648.50
03/04/2023,17,6719.25
03/04/2023,18,6908.50
03/04/2023,19,7165.50
03/04/2023,20,7462.00
03/04/2023,21,7198.50
03/04/2023,22,6642.75
03/04/2023,23,6200.00
03/04/2023,24,5897.75
04/04/2023,1,5741.00
04/04/2023,2,5640.50
04/04/2023,3,5570.25
04/04/2023,4,5649.50
04/04/2023,5,5868.00
04/04/2023,6,6390.50
04/04/2023,7,7198.50
04/04/2023,8,7811.50
04/04/2023,9,8107.00
04/04/2023,10,8195.75
04/04/2023,11,8175.75
04/04/2023,12,8126.50
04/04/2023,13,8117.25
04/04/2023,14,7882.50
04/04/2023,15,7665.25
04/04/2023,16,7566.00
04/04/2023,17,7552.75
04/04/2023,18,7564.75
04/04/2023,19,7675.50
04/04/2023,20,7867.50
04/04/2023,21,7610.25
04/04/2023,22,7021.25
04/04/2023,23,6514.75
04/04/2023,24,6176.00
05/04/2023,1,5959.75
05/04/2023,2,5814.50
05/04/2023,3,5729.25
05/04/2023,4,5816.25
05/04/2023,5,5963.75
05/04/2023,6,6415.50
05/04/2023,7,7154.00
05/04/2023,8,7706.75
05/04/2023,9,7905.00
05/04/2023,10,7797.25
05/04/2023,11,7652.75
05/04/2023,12,7531.25
05/04/2023,13,7580.50
05/04/2023,14,7462.25
05/04/2023,15,7328.25
05/04/2023,16,7255.25
05/04/2023,17,7310.75
05/04/2023,18,7378.25
05/04/2023,19,7570.00
05/04/2023,20,7797.00
05/04/2023,21,7562.50
05/04/2023,22,6946.75
05/04/2023,23,6482.50
05/04/2023,24,6094.25
06/04/2023,1,5936.50
06/04/2023,2,5736.75
06/04/2023,3,5680.75
06/04/2023,4,5727.25
06/04/2023,5,5964.00
06/04/2023,6,6428.50
06/04/2023,7,7173.00
06/04/2023,8,7792.00
06/04/2023,9,7951.75
06/04/2023,10,7795.00
06/04/2023,11,7622.50
06/04/2023,12,7414.25
06/04/2023,13,7494.75
06/04/2023,14,7394.00
06/04/2023,15,7240.50
06/04/2023,16,7210.25
06/04/2023,17,7241.00
06/04/2023,18,7312.50
06/04/2023,19,7464.75
06/04/2023,20,7760.00
06/04/2023,21,7529.75
06/04/2023,22,6946.50
06/04/2023,23,6421.00
06/04/2023,24,6119.75
07/04/2023,1,5890.75
07/04/2023,2,5756.50
07/04/2023,3,5688.00
07/04/2023,4,5734.25
07/04/2023,5,5935.50
07/04/2023,6,6329.00
07/04/2023,7,6980.75
07/04/2023,8,7519.25
07/04/2023,9,7675.25
07/04/2023,10,7576.50
07/04/2023,11,7445.50
07/04/2023,12,7357.00
07/04/2023,13,7365.75
07/04/2023,14,7188.75
07/04/2023,15,7107.75
07/04/2023,16,7117.00
07/04/2023,17,7151.00
07/04/2023,18,7182.00
07/04/2023,19,7392.50
07/04/2023,20,7668.25
07/04/2023,21,7420.86
07/04/2023,22,6837.75
07/04/2023,23,6391.00
07/04/2023,24,5944.75
08/04/2023,1,5720.75
08/04/2023,2,5604.50
08/04/2023,3,5535.50
08/04/2023,4,5559.50
08/04/2023,5,5620.25
08/04/2023,6,5722.25
08/04/2023,7,6001.75
08/04/2023,8,6423.25
08/04/2023,9,6541.00
08/04/2023,10,6527.75
08/04/2023,11,6443.25
08/04/2023,12,6333.50
08/04/2023,13,6255.25
08/04/2023,14,6137.75
08/04/2023,15,6096.50
08/04/2023,16,6189.75
08/04/2023,17,6322.75
08/04/2023,18,6473.25
08/04/2023,19,6735.75
08/04/2023,20,7128.50
08/04/2023,21,7004.50
08/04/2023,22,6518.75
08/04/2023,23,5990.25
08/04/2023,24,5641.50
09/04/2023,1,5374.25
09/04/2023,2,5230.50
09/04/2023,3,5176.50
09/04/2023,4,5155.75
09/04/2023,5,5213.75
09/04/2023,6,5208.00
09/04/2023,7,5381.75
09/04/2023,8,5554.25
09/04/2023,9,5515.25
09/04/2023,10,5390.50
09/04/2023,11,5256.00
09/04/2023,12,5207.25
09/04/2023,13,5154.25
09/04/2023,14,5083.50
09/04/2023,15,5076.75
09/04/2023,16,5177.50
09/04/2023,17,5296.50
09/04/2023,18,5530.00
09/04/2023,19,5848.50
09/04/2023,20,6356.25
09/04/2023,21,6362.25
09/04/2023,22,5959.00
09/04/2023,23,5669.25
09/04/2023,24,5350.25
10/04/2023,1,5140.75
10/04/2023,2,5051.25
10/04/2023,3,5026.50
10/04/2023,4,5105.25
10/04/2023,5,5317.50
10/04/2023,6,5727.75
10/04/2023,7,6524.00
10/04/2023,8,7034.25
10/04/2023,9,7046.25
10/04/2023,10,6858.50
10/04/2023,11,6650.00
10/04/2023,12,6563.75
10/04/2023,13,6630.00
10/04/2023,14,6540.75
10/04/2023,15,6394.75
10/04/2023,16,6448.75
10/04/2023,17,6424.25
10/04/2023,18,6585.50
10/04/2023,19,6847.25
10/04/2023,20,7332.75
10/04/2023,21,7218.25
10/04/2023,22,6661.75
10/04/2023,23,6119.00
10/04/2023,24,5777.00
11/04/2023,1,5589.50
11/04/2023,2,5419.50
11/04/2023,3,5326.75
11/04/2023,4,5402.75
11/04/2023,5,5580.00
11/04/2023,6,5980.50
11/04/2023,7,6713.25
11/04/2023,8,7285.25
11/04/2023,9,7414.25
11/04/2023,10,7265.11
11/04/2023,11,7123.14
11/04/2023,12,7062.70
11/04/2023,13,7064.00
11/04/2023,14,6936.75
11/04/2023,15,6866.00
11/04/2023,16,6865.00
11/04/2023,17,6858.75
11/04/2023,18,6938.00
11/04/2023,19,7148.75
11/04/2023,20,7517.00
11/04/2023,21,7368.75
11/04/2023,22,6753.05
11/04/2023,23,6268.00
11/04/2023,24,5849.00
12/04/2023,1,5631.50
12/04/2023,2,5495.25
12/04/2023,3,5452.50
12/04/2023,4,5451.75
12/04/2023,5,5623.25
12/04/2023,6,5984.25
12/04/2023,7,6640.25
12/04/2023,8,7259.00
12/04/2023,9,7458.50
12/04/2023,10,7380.25
12/04/2023,11,7302.50
12/04/2023,12,7242.75
12/04/2023,13,7225.50
12/04/2023,14,7109.00
12/04/2023,15,6947.25
12/04/2023,16,6852.00
12/04/2023,17,6894.75
12/04/2023,18,6902.00
12/04/2023,19,7051.25
12/04/2023,20,7497.75
12/04/2023,21,7359.75
12/04/2023,22,6783.25
12/04/2023,23,6272.25
12/04/2023,24,5895.50
13/04/2023,1,5643.50
13/04/2023,2,5481.25
13/04/2023,3,5451.00
13/04/2023,4,5430.25
13/04/2023,5,5635.50
13/04/2023,6,5919.50
13/04/2023,7,6543.50
13/04/2023,8,6807.00
13/04/2023,9,6751.00
13/04/2023,10,6551.00
13/04/2023,11,6412.75
13/04/2023,12,6350.50
13/04/2023,13,6313.75
13/04/2023,14,6111.00
13/04/2023,15,5984.25
13/04/2023,16,6058.50
13/04/2023,17,6107.75
13/04/2023,18,6292.25
13/04/2023,19,6488.25
13/04/2023,20,6970.00
13/04/2023,21,6985.50
13/04/2023,22,6513.25
13/04/2023,23,6004.25
13/04/2023,24,5575.25
14/04/2023,1,5320.25
14/04/2023,2,5168.75
14/04/2023,3,5065.00
14/04/2023,4,5039.00
14/04/2023,5,5090.25
14/04/2023,6,5058.75
14/04/2023,7,5280.00
14/04/2023,8,5537.25
14/04/2023,9,5615.75
14/04/2023,10,5636.00
14/04/2023,11,5542.00
14/04/2023,12,5534.25
14/04/2023,13,5683.00
14/04/2023,14,5609.75
14/04/2023,15,5633.50
14/04/2023,16,5671.25
14/04/2023,17,5758.75
14/04/2023,18,5837.25
14/04/2023,19,6016.25
14/04/2023,20,6355.50
14/04/2023,21,6413.50
14/04/2023,22,6005.75
14/04/2023,23,5523.75
14/04/2023,24,5148.25
15/04/2023,1,4875.50
15/04/2023,2,4738.75
15/04/2023,3,4607.75
15/04/2023,4,4613.50
15/04/2023,5,4691.25
15/04/2023,6,4768.75
15/04/2023,7,5069.25
15/04/2023,8,5383.00
15/04/2023,9,5571.25
15/04/2023,10,5597.50
15/04/2023,11,5613.25
15/04/2023,12,5504.00
15/04/2023,13,5395.25
15/04/2023,14,5321.25
15/04/2023,15,5286.50
15/04/2023,16,5338.25
