Day,Hour,MWh
01/01/2022,1,5867.04
01/01/2022,2,5622.00
01/01/2022,3,5444.00
01/01/2022,4,5317.50
01/01/2022,5,5260.50
01/01/2022,6,5240.00
01/01/2022,7,5220.25
01/01/2022,8,5202.75
01/01/2022,9,5276.50
01/01/2022,10,5361.75
01/01/2022,11,5433.50
01/01/2022,12,5507.00
01/01/2022,13,5530.50
01/01/2022,14,5487.25
01/01/2022,15,5543.75
01/01/2022,16,5746.75
01/01/2022,17,6275.25
01/01/2022,18,6373.75
01/01/2022,19,6352.00
01/01/2022,20,6294.50
01/01/2022,21,6125.75
01/01/2022,22,5871.00
01/01/2022,23,5587.25
01/01/2022,24,5339.00
02/01/2022,1,5145.00
02/01/2022,2,5029.00
02/01/2022,3,4968.00
02/01/2022,4,4978.50
02/01/2022,5,5046.75
02/01/2022,6,5189.75
02/01/2022,7,5352.50
02/01/2022,8,5545.75
02/01/2022,9,5705.00
02/01/2022,10,5735.25
02/01/2022,11,5752.50
02/01/2022,12,5785.00
02/01/2022,13,5791.50
02/01/2022,14,5766.75
02/01/2022,15,5862.75
02/01/2022,16,6062.50
02/01/2022,17,6644.25
02/01/2022,18,6793.50
02/01/2022,19,6784.50
02/01/2022,20,6696.75
02/01/2022,21,6478.75
02/01/2022,22,6111.00
02/01/2022,23,5781.75
02/01/2022,24,5513.00
03/01/2022,1,5335.25
03/01/2022,2,5227.25
03/01/2022,3,5184.00
03/01/2022,4,5252.25
03/01/2022,5,5465.75
03/01/2022,6,6099.25
03/01/2022,7,6921.00
03/01/2022,8,7482.75
03/01/2022,9,7900.75
03/01/2022,10,8017.00
03/01/2022,11,7963.25
03/01/2022,12,7922.50
03/01/2022,13,7895.00
03/01/2022,14,7760.50
03/01/2022,15,7671.25
03/01/2022,16,7776.75
03/01/2022,17,8144.00
03/01/2022,18,8142.25
03/01/2022,19,8016.00
03/01/2022,20,7857.25
03/01/2022,21,7469.00
03/01/2022,22,6898.00
03/01/2022,23,6453.25
03/01/2022,24,6159.50
04/01/2022,1,5985.75
04/01/2022,2,5869.25
04/01/2022,3,5814.50
04/01/2022,4,5876.75
04/01/2022,5,6016.50
04/01/2022,6,6513.75
04/01/2022,7,7236.75
04/01/2022,8,7724.00
04/01/2022,9,7941.00
04/01/2022,10,7905.00
04/01/2022,11,7749.00
04/01/2022,12,7698.75
04/01/2022,13,7686.25
04/01/2022,14,7555.50
04/01/2022,15,7553.00
04/01/2022,16,7675.25
04/01/2022,17,8173.00
04/01/2022,18,8209.25
04/01/2022,19,8106.75
04/01/2022,20,7960.50
04/01/2022,21,7618.75
04/01/2022,22,7056.75
04/01/2022,23,6594.25
04/01/2022,24,6230.25
05/01/2022,1,6033.25
05/01/2022,2,5949.00
05/01/2022,3,5862.50
05/01/2022,4,5858.00
05/01/2022,5,6093.50
05/01/2022,6,6566.00
05/01/2022,7,7301.50
05/01/2022,8,7790.75
05/01/2022,9,7967.25
05/01/2022,10,7939.25
05/01/2022,11,7835.50
05/01/2022,12,7791.50
05/01/2022,13,7731.25
05/01/2022,14,7616.25
05/01/2022,15,7597.50
05/01/2022,16,7687.75
05/01/2022,17,8238.25
05/01/2022,18,8360.75
05/01/2022,19,8284.25
05/01/2022,20,8099.75
05/01/2022,21,7741.00
05/01/2022,22,7128.75
05/01/2022,23,6636.75
05/01/2022,24,6287.50
06/01/2022,1,6115.25
06/01/2022,2,5999.75
06/01/2022,3,5926.50
06/01/2022,4,5987.25
06/01/2022,5,6150.25
06/01/2022,6,6591.50
06/01/2022,7,7291.75
06/01/2022,8,7640.00
06/01/2022,9,7755.50
06/01/2022,10,7791.00
06/01/2022,11,7784.00
06/01/2022,12,7775.50
06/01/2022,13,7759.50
06/01/2022,14,7606.00
06/01/2022,15,7559.50
06/01/2022,16,7708.25
06/01/2022,17,8146.50
06/01/2022,18,8199.75
06/01/2022,19,8068.75
06/01/2022,20,7911.25
06/01/2022,21,7558.75
06/01/2022,22,7062.75
06/01/2022,23,6608.00
06/01/2022,24,6336.25
07/01/2022,1,6126.75
07/01/2022,2,6032.25
07/01/2022,3,5966.00
07/01/2022,4,6034.50
07/01/2022,5,6208.25
07/01/2022,6,6671.75
07/01/2022,7,7332.25
07/01/2022,8,7726.00
07/01/2022,9,7936.25
07/01/2022,10,7975.75
07/01/2022,11,7929.75
07/01/2022,12,7927.50
07/01/2022,13,7877.75
07/01/2022,14,7722.75
07/01/2022,15,7659.75
07/01/2022,16,7750.00
07/01/2022,17,8144.00
07/01/2022,18,8213.50
07/01/2022,19,8065.00
07/01/2022,20,7883.25
07/01/2022,21,7572.25
07/01/2022,22,7045.50
07/01/2022,23,6695.75
07/01/2022,24,6377.25
08/01/2022,1,6196.75
08/01/2022,2,6068.25
08/01/2022,3,5985.25
08/01/2022,4,6025.25
08/01/2022,5,6129.00
08/01/2022,6,6338.75
08/01/2022,7,6640.00
08/01/2022,8,7043.50
08/01/2022,9,7502.00
08/01/2022,10,7720.50
08/01/2022,11,7812.25
08/01/2022,12,7758.00
08/01/2022,13,7675.75
08/01/2022,14,7521.50
08/01/2022,15,7482.25
08/01/2022,16,7622.25
08/01/2022,17,7988.50
08/01/2022,18,8003.75
08/01/2022,19,7878.50
08/01/2022,20,7715.50
08/01/2022,21,7342.75
08/01/2022,22,6885.25
08/01/2022,23,6472.00
08/01/2022,24,6209.00
09/01/2022,1,5982.00
09/01/2022,2,5822.00
09/01/2022,3,5757.00
09/01/2022,4,5750.25
09/01/2022,5,5795.75
09/01/2022,6,5906.75
09/01/2022,7,6104.50
09/01/2022,8,6305.25
09/01/2022,9,6606.00
09/01/2022,10,6753.75
09/01/2022,11,6801.50
09/01/2022,12,6885.00
09/01/2022,13,6827.00
09/01/2022,14,6699.00
09/01/2022,15,6683.25
09/01/2022,16,6844.75
09/01/2022,17,7323.50
09/01/2022,18,7431.50
09/01/2022,19,7419.50
09/01/2022,20,7284.50
09/01/2022,21,7036.25
09/01/2022,22,6544.00
09/01/2022,23,6204.50
09/01/2022,24,5941.75
10/01/2022,1,5770.75
10/01/2022,2,5681.00
10/01/2022,3,5635.00
10/01/2022,4,5745.25
10/01/2022,5,5985.75
10/01/2022,6,6718.75
10/01/2022,7,7756.50
10/01/2022,8,8353.50
10/01/2022,9,8737.00
10/01/2022,10,8847.00
10/01/2022,11,8783.75
10/01/2022,12,8740.00
10/01/2022,13,8714.50
10/01/2022,14,8569.00
10/01/2022,15,8461.00
10/01/2022,16,8466.50
10/01/2022,17,8761.53
10/01/2022,18,8763.25
10/01/2022,19,8646.25
10/01/2022,20,8432.00
10/01/2022,21,8073.00
10/01/2022,22,7435.00
10/01/2022,23,6981.00
10/01/2022,24,6634.00
11/01/2022,1,6470.25
11/01/2022,2,6383.75
11/01/2022,3,6300.50
11/01/2022,4,6347.25
11/01/2022,5,6562.25
11/01/2022,6,7174.75
11/01/2022,7,8106.50
11/01/2022,8,8704.25
11/01/2022,9,9040.00
11/01/2022,10,9054.50
11/01/2022,11,8961.25
11/01/2022,12,8925.25
11/01/2022,13,8892.00
11/01/2022,14,8728.00
11/01/2022,15,8627.94
11/01/2022,16,8649.75
11/01/2022,17,9010.00
11/01/2022,18,8998.00
11/01/2022,19,8944.00
11/01/2022,20,8731.75
11/01/2022,21,8339.50
11/01/2022,22,7671.75
11/01/2022,23,7170.25
11/01/2022,24,6788.50
12/01/2022,1,6616.00
12/01/2022,2,6524.75
12/01/2022,3,6493.25
12/01/2022,4,6597.75
12/01/2022,5,6814.00
12/01/2022,6,7422.75
12/01/2022,7,8314.25
12/01/2022,8,8840.50
12/01/2022,9,9121.50
12/01/2022,10,9155.50
12/01/2022,11,9031.72
12/01/2022,12,8943.56
12/01/2022,13,8892.25
12/01/2022,14,8737.50
12/01/2022,15,8646.00
12/01/2022,16,8660.00
12/01/2022,17,9049.25
12/01/2022,18,9060.25
12/01/2022,19,8970.25
12/01/2022,20,8772.00
12/01/2022,21,8426.50
12/01/2022,22,7764.25
12/01/2022,23,7279.00
12/01/2022,24,6999.00
13/01/2022,1,6791.25
13/01/2022,2,6670.25
13/01/2022,3,6628.00
13/01/2022,4,6709.75
13/01/2022,5,6897.25
13/01/2022,6,7434.25
13/01/2022,7,8283.00
13/01/2022,8,8825.00
13/01/2022,9,9210.75
13/01/2022,10,9109.00
13/01/2022,11,8925.50
13/01/2022,12,8850.50
13/01/2022,13,8874.25
13/01/2022,14,8717.00
13/01/2022,15,8600.75
13/01/2022,16,8668.50
13/01/2022,17,9019.25
13/01/2022,18,9135.50
13/01/2022,19,8996.25
13/01/2022,20,8812.75
13/01/2022,21,8399.00
13/01/2022,22,7759.25
13/01/2022,23,7249.25
13/01/2022,24,6966.75
14/01/2022,1,6779.50
14/01/2022,2,6680.50
14/01/2022,3,6624.00
14/01/2022,4,6716.25
14/01/2022,5,6883.75
14/01/2022,6,7424.25
14/01/2022,7,8245.50
14/01/2022,8,8756.50
14/01/2022,9,9023.50
14/01/2022,10,8988.00
14/01/2022,11,8829.25
14/01/2022,12,8692.50
14/01/2022,13,8607.75
14/01/2022,14,8437.25
14/01/2022,15,8345.25
14/01/2022,16,8401.75
14/01/2022,17,8785.75
14/01/2022,18,8864.25
14/01/2022,19,8717.50
14/01/2022,20,8513.00
14/01/2022,21,8132.75
14/01/2022,22,7512.00
14/01/2022,23,7085.25
14/01/2022,24,6782.25
15/01/2022,1,6586.75
15/01/2022,2,6384.75
15/01/2022,3,6328.75
15/01/2022,4,6396.75
15/01/2022,5,6508.50
15/01/2022,6,6648.25
15/01/2022,7,7049.00
15/01/2022,8,7481.25
15/01/2022,9,7864.25
15/01/2022,10,7921.50
15/01/2022,11,7912.25
15/01/2022,12,7791.25
15/01/2022,13,7673.25
15/01/2022,14,7486.00
15/01/2022,15,7486.25
15/01/2022,16,7638.50
15/01/2022,17,8126.25
15/01/2022,18,8299.50
15/01/2022,19,8181.25
15/01/2022,20,7985.00
15/01/2022,21,7621.00
15/01/2022,22,7095.50
15/01/2022,23,6715.25
15/01/2022,24,6478.00
16/01/2022,1,6270.75
16/01/2022,2,6132.00
16/01/2022,3,6046.50
16/01/2022,4,6027.25
16/01/2022,5,6080.75
16/01/2022,6,6172.00
16/01/2022,7,6401.00
16/01/2022,8,6641.50
16/01/2022,9,6831.50
16/01/2022,10,6831.00
16/01/2022,11,6756.25
16/01/2022,12,6779.50
16/01/2022,13,6699.25
16/01/2022,14,6569.50
16/01/2022,15,6621.75
16/01/2022,16,6845.25
16/01/2022,17,7360.25
16/01/2022,18,7676.00
16/01/2022,19,7670.25
16/01/2022,20,7517.75
16/01/2022,21,7254.25
16/01/2022,22,6786.75
16/01/2022,23,6495.75
16/01/2022,24,6213.50
17/01/2022,1,6040.75
17/01/2022,2,5915.75
17/01/2022,3,5903.50
17/01/2022,4,6029.25
17/01/2022,5,6261.00
17/01/2022,6,7074.50
17/01/2022,7,8034.50
17/01/2022,8,8680.00
17/01/2022,9,8973.75
17/01/2022,10,8931.00
17/01/2022,11,8795.00
17/01/2022,12,8687.25
17/01/2022,13,8641.75
17/01/2022,14,8464.50
17/01/2022,15,8434.50
17/01/2022,16,8461.44
17/01/2022,17,8800.75
17/01/2022,18,8824.75
17/01/2022,19,8731.75
17/01/2022,20,8478.25
17/01/2022,21,8112.25
17/01/2022,22,7473.75
17/01/2022,23,7045.50
17/01/2022,24,6739.75
18/01/2022,1,6549.00
18/01/2022,2,6426.75
18/01/2022,3,6377.00
18/01/2022,4,6450.75
18/01/2022,5,6671.75
18/01/2022,6,7196.50
18/01/2022,7,8125.25
18/01/2022,8,8685.50
18/01/2022,9,8915.25
18/01/2022,10,8823.75
18/01/2022,11,8730.75
18/01/2022,12,8737.50
18/01/2022,13,8665.75
18/01/2022,14,8500.00
18/01/2022,15,8432.50
18/01/2022,16,8416.25
18/01/2022,17,8757.25
18/01/2022,18,8889.50
18/01/2022,19,8781.00
18/01/2022,20,8629.50
18/01/2022,21,8173.50
18/01/2022,22,7499.25
18/01/2022,23,7063.75
18/01/2022,24,6766.75
19/01/2022,1,6534.00
19/01/2022,2,6418.50
19/01/2022,3,6402.25
19/01/2022,4,6474.25
19/01/2022,5,6725.75
19/01/2022,6,7343.25
19/01/2022,7,8240.00
19/01/2022,8,8741.75
19/01/2022,9,8911.00
19/01/2022,10,8784.75
19/01/2022,11,8646.00
19/01/2022,12,8510.75
19/01/2022,13,8457.25
19/01/2022,14,8291.75
19/01/2022,15,8271.50
19/01/2022,16,8287.25
19/01/2022,17,8655.00
19/01/2022,18,8856.50
19/01/2022,19,8794.00
19/01/2022,20,8616.75
19/01/2022,21,8220.75
19/01/2022,22,7595.00
19/01/2022,23,7121.25
19/01/2022,24,6848.25
20/01/2022,1,6623.50
20/01/2022,2,6527.75
20/01/2022,3,6531.25
20/01/2022,4,6627.00
20/01/2022,5,6827.25
20/01/2022,6,7357.00
20/01/2022,7,8186.50
20/01/2022,8,8746.50
20/01/2022,9,8938.75
20/01/2022,10,8887.50
20/01/2022,11,8779.75
20/01/2022,12,8706.75
20/01/2022,13,8680.00
20/01/2022,14,8472.00
20/01/2022,15,8401.00
20/01/2022,16,8436.25
20/01/2022,17,8729.75
20/01/2022,18,8840.00
20/01/2022,19,8743.50
20/01/2022,20,8547.25
20/01/2022,21,8082.50
20/01/2022,22,7503.25
20/01/2022,23,7068.00
20/01/2022,24,6759.75
21/01/2022,1,6546.75
21/01/2022,2,6461.50
21/01/2022,3,6417.25
21/01/2022,4,6471.25
21/01/2022,5,6691.75
21/01/2022,6,7182.75
21/01/2022,7,8023.00
21/01/2022,8,8542.50
21/01/2022,9,8840.25
21/01/2022,10,8774.75
21/01/2022,11,8683.50
21/01/2022,12,8555.75
21/01/2022,13,8512.00
21/01/2022,14,8301.00
21/01/2022,15,8234.00
21/01/2022,16,8257.75
21/01/2022,17,8600.00
21/01/2022,18,8750.00
21/01/2022,19,8591.25
21/01/2022,20,8408.75
21/01/2022,21,7998.25
21/01/2022,22,7374.75
21/01/2022,23,6976.50
21/01/2022,24,6675.00
22/01/2022,1,6475.50
22/01/2022,2,6344.75
22/01/2022,3,6295.50
22/01/2022,4,6329.50
22/01/2022,5,6425.25
22/01/2022,6,6625.50
22/01/2022,7,7048.75
22/01/2022,8,7492.00
22/01/2022,9,7846.75
22/01/2022,10,7951.50
22/01/2022,11,7913.00
22/01/2022,12,7763.25
22/01/2022,13,7668.00
22/01/2022,14,7497.25
22/01/2022,15,7499.00
22/01/2022,16,7647.00
22/01/2022,17,8065.50
22/01/2022,18,8299.50
22/01/2022,19,8213.00
22/01/2022,20,7974.00
22/01/2022,21,7631.75
22/01/2022,22,7097.75
22/01/2022,23,6712.50
22/01/2022,24,6392.00
23/01/2022,1,6182.25
23/01/2022,2,6097.25
23/01/2022,3,6018.00
23/01/2022,4,6017.75
23/01/2022,5,6075.50
23/01/2022,6,6204.25
23/01/2022,7,6464.00
23/01/2022,8,6760.50
23/01/2022,9,7032.25
23/01/2022,10,7189.50
23/01/2022,11,7179.75
23/01/2022,12,7185.50
23/01/2022,13,7087.50
23/01/2022,14,6941.75
23/01/2022,15,6939.25
23/01/2022,16,7052.50
23/01/2022,17,7457.50
23/01/2022,18,7715.00
23/01/2022,19,7660.25
23/01/2022,20,7548.25
23/01/2022,21,7306.75
23/01/2022,22,6911.50
23/01/2022,23,6601.25
23/01/2022,24,6350.00
24/01/2022,1,6171.50
24/01/2022,2,6079.50
24/01/2022,3,6038.25
24/01/2022,4,6044.00
24/01/2022,5,6184.25
24/01/2022,6,6529.00
24/01/2022,7,7072.50
24/01/2022,8,7625.50
24/01/2022,9,7997.00
24/01/2022,10,8090.00
24/01/2022,11,8072.50
24/01/2022,12,7989.75
24/01/2022,13,7894.50
24/01/2022,14,7749.50
24/01/2022,15,7722.50
24/01/2022,16,7807.50
24/01/2022,17,8211.25
24/01/2022,18,8495.00
24/01/2022,19,8449.75
24/01/2022,20,8242.25
24/01/2022,21,7843.50
24/01/2022,22,7296.25
24/01/2022,23,6878.75
24/01/2022,24,6565.75
25/01/2022,1,6372.75
25/01/2022,2,6266.01
25/01/2022,3,6249.75
25/01/2022,4,6345.75
25/01/2022,5,6596.50
25/01/2022,6,7233.50
25/01/2022,7,8213.00
25/01/2022,8,8909.25
25/01/2022,9,9172.25
25/01/2022,10,9076.75
25/01/2022,11,8945.00
25/01/2022,12,8880.50
25/01/2022,13,8803.50
25/01/2022,14,8657.00
25/01/2022,15,8516.25
25/01/2022,16,8514.25
25/01/2022,17,8861.50
25/01/2022,18,9094.50
25/01/2022,19,8980.00
25/01/2022,20,8761.75
25/01/2022,21,8328.25
25/01/2022,22,7711.00
25/01/2022,23,7202.50
25/01/2022,24,6862.75
26/01/2022,1,6682.00
26/01/2022,2,6550.00
26/01/2022,3,6547.00
26/01/2022,4,6606.25
26/01/2022,5,6818.75
26/01/2022,6,7361.60
26/01/2022,7,8227.25
26/01/2022,8,8874.50
26/01/2022,9,9153.50
26/01/2022,10,9191.00
26/01/2022,11,9107.50
26/01/2022,12,9018.88
26/01/2022,13,8911.75
26/01/2022,14,8741.25
26/01/2022,15,8631.20
26/01/2022,16,8547.00
26/01/2022,17,8818.50
26/01/2022,18,8991.25
26/01/2022,19,8905.25
26/01/2022,20,8692.50
26/01/2022,21,8273.00
26/01/2022,22,7608.25
26/01/2022,23,7113.25
26/01/2022,24,6837.75
27/01/2022,1,6637.50
27/01/2022,2,6571.75
27/01/2022,3,6499.75
27/01/2022,4,6599.25
27/01/2022,5,6810.25
27/01/2022,6,7357.00
27/01/2022,7,8207.75
27/01/2022,8,8821.00
27/01/2022,9,9085.50
27/01/2022,10,9080.50
27/01/2022,11,8960.25
27/01/2022,12,8837.25
27/01/2022,13,8735.75
27/01/2022,14,8543.00
27/01/2022,15,8385.25
27/01/2022,16,8432.50
27/01/2022,17,8689.00
27/01/2022,18,8916.00
27/01/2022,19,8750.00
27/01/2022,20,8612.25
27/01/2022,21,8176.25
27/01/2022,22,7590.75
27/01/2022,23,7101.25
27/01/2022,24,6831.00
28/01/2022,1,6646.50
28/01/2022,2,6535.25
28/01/2022,3,6508.75
28/01/2022,4,6545.50
28/01/2022,5,6798.24
28/01/2022,6,7327.50
28/01/2022,7,8147.75
28/01/2022,8,8737.00
28/01/2022,9,8919.50
28/01/2022,10,8796.00
28/01/2022,11,8607.00
28/01/2022,12,8507.50
28/01/2022,13,8444.75
28/01/2022,14,8261.75
28/01/2022,15,8175.50
28/01/2022,16,8196.00
28/01/2022,17,8507.50
28/01/2022,18,8710.25
28/01/2022,19,8605.25
28/01/2022,20,8360.25
28/01/2022,21,7995.00
28/01/2022,22,7402.25
28/01/2022,23,6971.75
28/01/2022,24,6665.50
29/01/2022,1,6487.50
29/01/2022,2,6374.50
29/01/2022,3,6325.75
29/01/2022,4,6305.50
29/01/2022,5,6428.25
29/01/2022,6,6592.50
29/01/2022,7,6957.50
29/01/2022,8,7433.00
29/01/2022,9,7807.25
29/01/2022,10,7886.50
29/01/2022,11,7804.75
29/01/2022,12,7731.00
29/01/2022,13,7585.25
29/01/2022,14,7393.25
29/01/2022,15,7349.25
29/01/2022,16,7508.50
29/01/2022,17,7875.25
29/01/2022,18,8269.50
29/01/2022,19,8199.50
29/01/2022,20,7976.25
29/01/2022,21,7580.00
29/01/2022,22,7048.00
29/01/2022,23,6603.25
29/01/2022,24,6307.25
30/01/2022,1,6142.25
30/01/2022,2,6022.00
30/01/2022,3,5925.25
30/01/2022,4,5923.50
30/01/2022,5,6004.75
30/01/2022,6,6143.75
30/01/2022,7,6366.50
30/01/2022,8,6662.00
30/01/2022,9,6936.50
30/01/2022,10,6973.50
30/01/2022,11,6954.00
30/01/2022,12,6860.00
30/01/2022,13,6715.50
30/01/2022,14,6618.00
30/01/2022,15,6557.00
30/01/2022,16,6733.25
30/01/2022,17,7133.25
30/01/2022,18,7544.75
30/01/2022,19,7575.50
30/01/2022,20,7460.00
30/01/2022,21,7120.50
30/01/2022,22,6700.00
30/01/2022,23,6358.25
30/01/2022,24,6149.98
31/01/2022,1,5924.00
31/01/2022,2,5842.75
31/01/2022,3,5831.00
31/01/2022,4,5931.25
31/01/2022,5,6180.00
31/01/2022,6,6928.25
31/01/2022,7,7833.25
31/01/2022,8,8436.50
31/01/2022,9,8634.50
31/01/2022,10,8518.50
31/01/2022,11,8341.25
31/01/2022,12,8255.75
31/01/2022,13,8217.25
31/01/2022,14,8058.50
31/01/2022,15,8037.50
31/01/2022,16,8121.75
31/01/2022,17,8359.50
31/01/2022,18,8536.75
31/01/2022,19,8500.75
31/01/2022,20,8316.25
31/01/2022,21,7936.75
31/01/2022,22,7307.25
31/01/2022,23,6849.50
31/01/2022,24,6535.50
01/02/2022,1,6323.00
01/02/2022,2,6255.50
01/02/2022,3,6219.75
01/02/2022,4,6269.00
01/02/2022,5,6538.75
01/02/2022,6,7057.75
01/02/2022,7,7916.00
01/02/2022,8,8484.75
01/02/2022,9,8783.75
01/02/2022,10,8770.50
01/02/2022,11,8602.75
01/02/2022,12,8454.50
01/02/2022,13,8477.50
01/02/2022,14,8286.50
01/02/2022,15,8189.50
01/02/2022,16,8180.00
01/02/2022,17,8391.50
01/02/2022,18,8674.75
01/02/2022,19,8614.75
01/02/2022,20,8413.75
01/02/2022,21,8021.00
01/02/2022,22,7400.25
01/02/2022,23,6914.50
01/02/2022,24,6594.25
02/02/2022,1,6478.50
02/02/2022,2,6385.50
02/02/2022,3,6327.75
02/02/2022,4,6413.50
02/02/2022,5,6612.00
02/02/2022,6,7153.50
02/02/2022,7,7884.50
02/02/2022,8,8357.50
02/02/2022,9,8541.50
02/02/2022,10,8440.50
02/02/2022,11,8324.50
02/02/2022,12,8265.75
02/02/2022,13,8234.25
02/02/2022,14,8085.00
02/02/2022,15,7954.00
02/02/2022,16,7951.25
02/02/2022,17,8186.50
02/02/2022,18,8537.75
02/02/2022,19,8499.75
02/02/2022,20,8294.25
02/02/2022,21,7919.75
02/02/2022,22,7341.25
02/02/2022,23,6823.50
02/02/2022,24,6539.00
03/02/2022,1,6392.75
03/02/2022,2,6304.50
03/02/2022,3,6255.00
03/02/2022,4,6340.00
03/02/2022,5,6511.00
03/02/2022,6,7082.25
03/02/2022,7,7943.50
03/02/2022,8,8563.50
03/02/2022,9,8762.50
03/02/2022,10,8666.50
03/02/2022,11,8521.00
03/02/2022,12,8475.25
03/02/2022,13,8478.25
03/02/2022,14,8308.50
03/02/2022,15,8155.50
03/02/2022,16,8178.00
03/02/2022,17,8354.75
03/02/2022,18,8636.50
03/02/2022,19,8572.75
03/02/2022,20,8390.75
03/02/2022,21,7968.50
03/02/2022,22,7347.62
03/02/2022,23,6840.00
03/02/2022,24,6573.75
04/02/2022,1,6404.25
04/02/2022,2,6288.25
04/02/2022,3,6265.00
04/02/2022,4,6364.25
04/02/2022,5,6581.50
04/02/2022,6,7116.00
04/02/2022,7,7862.75
04/02/2022,8,8445.75
04/02/2022,9,8618.00
04/02/2022,10,8460.25
04/02/2022,11,8253.75
04/02/2022,12,8130.25
04/02/2022,13,8066.75
04/02/2022,14,7906.25
04/02/2022,15,7803.75
04/02/2022,16,7871.25
04/02/2022,17,8124.50
04/02/2022,18,8463.75
04/02/2022,19,8407.25
04/02/2022,20,8194.75
04/02/2022,21,7788.75
04/02/2022,22,7234.75
04/02/2022,23,6791.50
04/02/2022,24,6430.50
05/02/2022,1,6307.00
05/02/2022,2,6196.75
05/02/2022,3,6171.00
05/02/2022,4,6153.25
05/02/2022,5,6272.00
05/02/2022,6,6450.00
05/02/2022,7,6790.75
05/02/2022,8,7314.75
05/02/2022,9,7663.75
05/02/2022,10,7720.25
05/02/2022,11,7655.75
05/02/2022,12,7520.00
05/02/2022,13,7355.75
05/02/2022,14,7145.50
05/02/2022,15,7084.50
05/02/2022,16,7274.75
05/02/2022,17,7562.50
05/02/2022,18,7956.50
05/02/2022,19,7921.25
05/02/2022,20,7745.25
05/02/2022,21,7355.50
05/02/2022,22,6789.25
05/02/2022,23,6370.75
05/02/2022,24,6112.25
06/02/2022,1,5950.00
06/02/2022,2,5826.50
06/02/2022,3,5771.00
06/02/2022,4,5787.73
06/02/2022,5,5853.00
06/02/2022,6,6018.00
06/02/2022,7,6207.00
06/02/2022,8,6446.50
06/02/2022,9,6531.50
06/02/2022,10,6512.75
06/02/2022,11,6513.75
06/02/2022,12,6458.75
06/02/2022,13,6442.00
06/02/2022,14,6288.50
06/02/2022,15,6275.25
06/02/2022,16,6475.75
06/02/2022,17,6850.25
06/02/2022,18,7388.75
06/02/2022,19,7437.00
06/02/2022,20,7315.25
06/02/2022,21,7032.00
06/02/2022,22,6572.50
06/02/2022,23,6167.75
06/02/2022,24,5922.75
07/02/2022,1,5805.75
07/02/2022,2,5713.75
07/02/2022,3,5678.25
07/02/2022,4,5753.00
07/02/2022,5,6024.25
07/02/2022,6,6743.25
07/02/2022,7,7693.00
07/02/2022,8,8394.75
07/02/2022,9,8728.50
07/02/2022,10,8769.75
07/02/2022,11,8650.50
07/02/2022,12,8583.75
07/02/2022,13,8565.50
07/02/2022,14,8353.75
07/02/2022,15,8169.50
07/02/2022,16,8136.50
07/02/2022,17,8276.50
07/02/2022,18,8509.00
07/02/2022,19,8488.25
07/02/2022,20,8299.00
07/02/2022,21,7864.00
07/02/2022,22,7249.50
07/02/2022,23,6775.50
07/02/2022,24,6504.00
08/02/2022,1,6316.25
08/02/2022,2,6207.50
08/02/2022,3,6177.75
08/02/2022,4,6261.25
08/02/2022,5,6436.00
08/02/2022,6,7045.00
08/02/2022,7,7855.50
08/02/2022,8,8430.75
08/02/2022,9,8531.25
08/02/2022,10,8423.25
08/02/2022,11,8264.00
08/02/2022,12,8203.00
08/02/2022,13,8214.50
08/02/2022,14,8040.50
08/02/2022,15,7924.25
08/02/2022,16,7950.50
08/02/2022,17,8127.00
08/02/2022,18,8498.50
08/02/2022,19,8494.00
08/02/2022,20,8314.00
08/02/2022,21,7888.25
08/02/2022,22,7237.75
08/02/2022,23,6767.25
08/02/2022,24,6467.75
09/02/2022,1,6284.75
09/02/2022,2,6203.25
09/02/2022,3,6170.50
09/02/2022,4,6226.50
09/02/2022,5,6401.50
09/02/2022,6,7045.00
09/02/2022,7,7787.25
09/02/2022,8,8392.00
09/02/2022,9,8544.50
09/02/2022,10,8458.00
09/02/2022,11,8261.25
09/02/2022,12,8127.25
09/02/2022,13,8057.75
09/02/2022,14,7952.25
09/02/2022,15,7845.00
09/02/2022,16,7793.50
09/02/2022,17,7926.25
09/02/2022,18,8415.25
09/02/2022,19,8361.75
09/02/2022,20,8193.00
09/02/2022,21,7804.75
09/02/2022,22,7153.50
09/02/2022,23,6752.00
09/02/2022,24,6474.00
10/02/2022,1,6315.25
10/02/2022,2,6218.00
10/02/2022,3,6182.75
10/02/2022,4,6211.00
10/02/2022,5,6463.00
10/02/2022,6,7000.25
10/02/2022,7,7733.25
10/02/2022,8,8225.50
10/02/2022,9,8226.50
10/02/2022,10,8116.00
10/02/2022,11,7915.50
10/02/2022,12,7729.75
10/02/2022,13,7690.75
10/02/2022,14,7574.25
10/02/2022,15,7415.00
10/02/2022,16,7494.50
10/02/2022,17,7781.75
10/02/2022,18,8252.25
10/02/2022,19,8297.50
10/02/2022,20,8114.50
10/02/2022,21,7706.50
10/02/2022,22,7149.50
10/02/2022,23,6669.25
10/02/2022,24,6401.25
11/02/2022,1,6218.50
11/02/2022,2,6129.75
11/02/2022,3,6085.50
11/02/2022,4,6142.00
11/02/2022,5,6380.00
11/02/2022,6,6935.50
11/02/2022,7,7709.75
11/02/2022,8,8172.00
11/02/2022,9,8187.50
11/02/2022,10,8049.00
11/02/2022,11,7818.75
11/02/2022,12,7686.00
11/02/2022,13,7632.75
11/02/2022,14,7472.50
11/02/2022,15,7376.50
